Palabra (concepto),Descripción,Codificación
Ansiedad,Nerviosismo,nerviosismo
Ansiedad,Comerse las uñas,comer
Ansiedad,Sudoración excesiva,sudor
Ansiedad,Incomodidad,incomodidad
Ansiedad,Impaciencia,impaciencia
Ansiedad,Anticipación de algún suceso desagrable,anticipación
Acuerdo,Decisión mutua entre dos partes,decisión
Acuerdo,Complicidad,complicidad
Acuerdo,Se puede firmar para que sea oficial,firma
Acuerdo,"Un ejemplo es el ""prenupcial""",contrato
Acuerdo,"Si se viola alguna de sus partes, se considera roto",deber
Amenaza,situación peligrosa,peligro
Amenaza,peligro relativo,peligro
Amenaza,situación de riesgo,riesgo
Amenaza,situación extraña de riesgo,riesgo
Amenaza,peligro de la integridad de la persona,peligro
Amenaza,cuando alguien se enoja lo dice,enojo
Destreza,habilidad,habilidades
Destreza,capacidad para realizar algo,capacidad
Destreza,se relaciona con habilidades,habilidades
Destreza,"puede ser motora, escrita, artística",multiple
Destreza,es individual ,individual
Destreza,nos permite desarrollar habilidades,habilidades
Pensamiento,se da en las personas,persona
Pensamiento,se relaciona a la razón,razonamiento
Pensamiento,es interiorizado,interno
Pensamiento,es individual,individual
Pensamiento,sirve para analizar situaciones,análisis
Pensamiento,sirve para resolver problemas,solución
Seguridad,estar en resguardo,resguardo
Seguridad,propósito de las instituciones policiales,propósito
Seguridad,lo que una familia entrega a sus hijos,padres
Agradecimiento,gratitud,gratitud
Agradecimiento,situación positiva que se genera hacia otra persona,positivo
Agradecimiento,se puede demostrar mediante un regalo,regalo
Agradecimiento,se relaciona a la alegría,alegría
Peligro,situación amenzante,amenaza
Peligro,situación de riesgo,riesgo
Peligro,se asocia al miedo ,miedo
Peligro,el opuesto de seguridad,inseguridad
Peligro,pone en riesgo la integridad ,riesgo
Peligro,es negativo,negativo
Peligro,amenza inminente,amenaza
Esperanza,añoranza ,añoranza
Esperanza,situación esperada a futuro,futuro
Esperanza,deseo de que algo suceda,deseo
Esperanza,similar a fe,fe
Esperanza,nombre de mujer relacionado a un deseo futuro,futuro
Esperanza,en los conflictos es lo último que se pierde,lo último que se pierde
Esperanza,matiene la fe en las personas,fe
Esperanza,deseo interiorizado,deseo
Plan,situación estructurada a futuro,futuro
Plan,se relaciona a la organización de algo,organización
Plan,estructura de algo,estructura
Plan,se puede armar solo o con más personas,personal/grupal
Plan,en los estudios se debe elaborar para organizarse,organización
Plan,en los trabajos se utilizan para aumentar la producción,trabajo
Plan,acción a futuro interiorizada ,futuro
Ansiedad,situación que provoca agitación,agitación
Ansiedad,preocupación excesiva hacia el futuro,preocupación
Ansiedad,es un tipo de enfermedad,enfermedad
Ansiedad,preocupación interna hacia lo desconocido,preocupación
Acuerdo,pacto ,pacto
Acuerdo,unión de pensamientos o acciones ,unión
Acuerdo,se genera mediante un concenso entre  personas,consenso
Acuerdo,es importante  para llevar a cabo un proyecto,importante
Acuerdo,se da entre dos o más partes,dos o más partes
Acuerdo,pacto afirmativo,pacto
Peligro,puedes sufrir,sufrimiento
Peligro,te conviene evitarlo,evitación
Peligro,si lo ignoras puedes salir perjudicado,perjuicio
Peligro,generalmente esta señalado,advertencia
Peligro,es real,real
Peligro,tienes que tener cuidado si te encuentras en esta situacion,cuidado
Plan,organización,organización
Plan,tiene una meta y un camino definido,meta
Plan,se usa mucho para organizar,organización
Plan,tiene pasos,pasos
Obligación,responsabilidad,responsabilidad
Obligación,tienes que hacerlo,hacer
Obsesión,fijacion intensa en algo,fijación
Obsesión,puede llevar a la locura o a la adiccion,locura
Razón,logica,lógica
Razón,uso del cerebro,cerebro
Razón,es el uso de la logica,lógica
Decisión,eleccion,elección
Decisión,es cuando entre un conjunto de cosas seleccionas una,selección
Decisión,determinacion hacia un objetivo,determinación
Desesperación,tratar de tener que describir esto,experimento
Desesperación,estado en donde la paciencia se acaba,impaciencia
Desesperación,cuando ya no aguantas mas,no aguantar
Excusa,mula,mula
Excusa,alguna explicacion por haber omitido/ relizar un hecho,explicación
Excusa,alguna historia para explicar algo,historia
Éxito,triunfo,triunfo
Éxito,llegada a la meta,meta
Éxito,termino de un objetivo,término
Éxito,pasar todos los ramos,aprobación
Ganancia ,ir a la loteria y que te toque el ganador,premio
Ganancia ,premio,premio
Ganancia ,ingresos por vender algo,ingreso
Ganancia ,acto de recibir algo a cambio de otra cosa,intercambio
Oportunidad,posibilidad de hacer algo,posibilidad
Oportunidad,decidir relizar una accion,decidir
Oportunidad,para conseguir algo necesito una,conseguir
Oportunidad,mucha gente cree en dar segundas,segunda
Oportunidad,si no te dan una no triunfas,necesario
Oportunidad,si la aprovechas puedes lograr un objetivo,aprovechar
Oportunidad,te la dan para que cambies algo en tu vida ,cambio
Seguridad,te las dan cuando creen que no estas haciendo algo bien,mal
Seguridad,no es agresiva,no agresiva
Seguridad,constructiva en general,constructivo
Seguridad,peticion,petición
Seguridad,sirve para ver puntos de vista distintos,distintos
Seguridad,en general te las dan ,dadas
Desesperación,descontrol,descontrol
Desesperación,no saber que hacer,no acción
Desesperación,se da cuando una situacion te sobrepasa,sobrepasar
Desesperación,una madre lo siente cuando pierde a su hijo por ejemplo,perdida
Desesperación,es una emocion muy fuerte,emoción
Culpa,sentimiento negativo,negativo
Culpa,dolor,dolor
Culpa,consecuencia de hacer algo mal,consecuencias
Culpa,responsabilidad de algo,responsabilidad
Culpa,se usa para decir quien hizo algo negativo,negativo
Culpa,cuando cometes algun acto negativo te da este sentimiento despues,negativo
Culpa,conciencia de error,conciencia
Culpa,equivocacion ,equivocación
Amenaza,advertencia agresiva,advertencia
Amenaza,consecuencias,consecuencias
Amenaza,terror,terror
Amenaza,miedo,miedo
Amenaza,intento de evitar que alguien haga algo,evitación
Amenaza,persecucuion ,persecución
Amenaza,juego mental,juego mental
Honestidad,verdad,verdad
Honestidad,decir lo que pienso,decir
Honestidad,ser consecuente,consecuencias
Honestidad,no distorcionar la realidad,no distorsión
Honestidad,no omitir detalles,no omitir
Honestidad,buena persona,bien
Honestidad,transparencia ,transparencia
Honestidad,forma de ser,ser
Honestidad,concepto diametralmente contrario a la mentira,no mentir
Éxito,hace algo bien,bien
Éxito,llegar a una meta,meta
Éxito,ganar ,ganar
Éxito,sortear un obstaculo ,sortear
Obligación,deber,deber
Obligación,responsabilidades son de este tipo,responsabilidad
Obligación,todas las personas tienen,humano
Obligación,dependiento del grado este concepto que tengas es tu importancia ,grado
Acuerdo,trato,trato
Acuerdo,pacto,pacto
Acuerdo,se hacen para llegar a un punto comun,común
Acuerdo,entendimiento,entendimiento
Acuerdo,los paises lo hacen en materia de relaciones,países
Acuerdo,las personas los hacen para los negocios,negocios
Acuerdo,es parte de las relaciones basicas entre los seres humanos,relación
Acuerdo,cuando no hay entendimiento son necesarios,entendimiento
Compasión,pena,pena
Compasión,ponerse en el lugar del otro,empatía
Compasión,empatia,empatía
Compasión,es un sentimiento,sentimiento
Compasión,se pasa muchas veces de la rabia a este sentimiento,post rabia
Compasión,la gente muchas veces lo siente con la gente pobre,pobreza
Compasión,la mayoria de las personas lo ha sentido alguna vez,muchos
Compasión,acogimiento ,acogedor
Compasión,tristeza,tristeza
Honestidad,Ser transparente con otra persona,transparencia
Honestidad,Contar la verdad,verdad
Honestidad,No distorsionar la realidad,no distorsión
Honestidad,Asumir el presente,aceptación
Honestidad,Evitar la mentira,no mentir
Honestidad,Frente en alto,frente en alto
Honestidad,Verdad,verdad
Honestidad,Hechos,hechos
Ganancia ,Utilidad,utilidad
Ganancia ,Riqueza obtenida,riqueza
Ganancia ,Liquido,líquido
Ganancia ,Lo que obtiene uno de alguna experiencia,optención
Ganancia ,Ingreso ,ingreso
Ganancia ,Cuanto saque de un negocio,negocios
Ganancia ,El corte personal,personal
Ganancia ,Resultado final,resultado final
Desesperación,Contra la espada y la pared,sin salida
Desesperación,Nerviosismo,nerviosismo
Desesperación,Angustia,angustia
Desesperación,Intranquilidad,intranquilidad
Desesperación,Negarse a encontrar la paz,intranquilidad
Desesperación,El peor error frente a un problema,error
Desesperación,Corriendo contra el tiempo,correr
Desesperación,Estado mental nervioso,nerviosismo
Desesperación,Evitar la calma,inquietud
Esperanza,Tener fe en algo,fe
Esperanza,Creer que algo benevolo podria suceder,creencia
Esperanza,Esperar que algo resulte como uno quiere,esperar
Esperanza,Fe,fe
Esperanza,Creer en algo,creencia
Esperanza,Asumir algo por hecho,aceptación
Esperanza,Dar un salto a ciegas,a ciegas
Esperanza,Se puede sentir,sentir
Esperanza,Todos lo hemos experimentado,todos
Esperanza,Sentimiento,sentimiento
Acuerdo,Trato,trato
Acuerdo,Terminos aprovados,aprobación
Acuerdo,Aprovacion ,aprobación
Acuerdo,Punto de vista frente a algo,punto de vista
Acuerdo,Ok,ok
Acuerdo,Confirmacion ,confirmación
Acuerdo,Ractificar una idea,ratificación
Pensamiento,Profundidad,profundidad
Pensamiento,Idea,idea
Pensamiento,Filosofia,filosofía
Pensamiento,Cada uno lo expresa de una distinta forma,expresión
Pensamiento,Amplio ,amplio
Pensamiento,Constructivo,constructivo
Pensamiento,Nunca deja de ejecutarse,no terminan
Pensamiento,No pertenece al plano fisico,no físico
Pensamiento,Imposible de expresar en su totalidad,inexpresable
Ganancia ,Logro adquirido,logro
Ganancia ,Un muy buen resultado,bien
Ganancia ,Nos llena de felicidad,felicidad
Ganancia ,Todos lo quieren lograr,logro
Ganancia ,Objetivo de muchas personas,objetivos
Ganancia ,Odiado por pocos,odiado por pocos
Ganancia ,Victoria,victoria
Ganancia ,Ganar,ganar
Verdad,Honestidad,honestidad
Verdad,El camino correcto,correcto
Verdad,Transparencia,transparencia
Verdad,Sinceridad,sinceridad
Verdad,El arma mas poderosa,arma
Verdad,Justicia,justicia
Verdad,Hablar con la tranquilidad,tranquilidad
Verdad,Consiencia limpia ,conciencia
Verdad,No caer en la mentira,no mentir
Oportunidad,Encontrar un camino,camino
Oportunidad,Solucion,solución
Oportunidad,Posibilidad,posibilidad
Oportunidad,Momento esperado,momento
Oportunidad,Constante busqueda,búsqueda
Oportunidad,Una solucion esperando ser tomada,solución
Oportunidad,Se toman o se dejan,tomar/dejar
Oportunidad,Siempre se aparecen para distintas situaciones,distintos
Oportunidad,Hay gente que las deja pasar,dejar pasar
Oportunidad,Pueden traer tanto buenas como malas consecuencias,consecuencias
Plan,Estrategia,estrategia
Plan,Modus Operandi,modus
Plan,Forma de actuar ya pensada,acción
Plan,Organización ,organización
Plan,Se efectuan antes de un partido,deporte
Plan,Idear una forma de lograr algo ,idea
Plan,Necesarios cuando se quiere alcanzar un objetivo,objetivos
Plan,Especificos para distintas tareas,tareas
Plan,Pueden compartirse para situaciones del mismo contexto,compartir
Destreza,Es una virtud,virtud
Destreza,Se relaciona con ser bueno para algo,bien
Destreza,Habilidad,habilidades
Acuerdo,Trato,trato
Acuerdo,Tratado,tratado
Acuerdo,Pacto,pacto
Acuerdo,A lo que se llega cuando 2 estados firman un convenio,convenio
Acuerdo,Cuando crees que tu interlocutor dice algo correcto,confianza
Acuerdo,Chile tiene varios de estos con los países que lo limitan,países
Verdad,Honestidad,honestidad
Verdad,Lo contrario a mentira,no mentir
Verdad,Es clave en una relación de amistad o de pareja,relación
Verdad,Pinoccio tenia que decirla para que no le crezca la nariz,Pinoccio
Razón,División,división
Razón,Cuando uno la tiene es porque dijo algo correcto,correcto
Obsesión,Si se tiene compulsivamente es un trastorno mental,trastorno
Obsesión,estar loco por algo,locura
Obsesión,Nombre de unas galletas en forma de tubo rellenas con chocolate,galletas
Obsesión,no es bueno,mal
Obsesión,si uno tiene esto y no consigue lo que quiere es dañino,daño
Peligro,Cuando hay un accidente ponen cintas de seguridad con esta palabra,cintas de seguridad
Peligro,Cuidado,cuidado
Peligro,hay carteles con esta palabra que avisan que algo malo puede suceder,advertencia
Seguridad,Cuando uno cree que lo que dice es lo correcto,correcto
Seguridad,Guardias,guardias
Seguridad,Preservativo,preservativo
Seguridad,Tener un dispositivo electronico con contraseña,contraseña
Seguridad,Guadaespalda,guardaespalda
Seguridad,Anticonceptivo,anticonceptivo
Seguridad,Lo que no hay en los barrios marginales,no marginal
Seguridad,El presidente de EE.UU la tiene más que nadie,presidente USA
Agradecimiento,Dar las gracias,gratitud
Agradecimiento,Cuando alguien le hace un favor a otro este le hace saber al otro que lo ayudó,favor
Agradecimiento,gratitud,gratitud
Agradecimiento,Cuando le das un obsequio a otro en devolución a un favor,regalo
Ganancia ,Utilidad,utilidad
Ganancia ,Recibir más dinero que lo que se invirtió,dinero
Ganancia ,Saldo positivo,positivo
Ganancia ,Ganar,ganar
Ganancia ,Dinero,dinero
Ganancia ,Plata,dinero
Ganancia ,Factible,factible
Ganancia ,lo contrario a pérdida,no perdida
Ganancia ,Lo que se recibe cuando un proyecto es bueno,bien
Ganancia ,Rinde,rendimiento
Felicidad,Contento,alegría
Felicidad,Como se está cuando Chile gana en futbol,Deporte
Felicidad,Lo contrario a tristeza,no tristeza
Felicidad,Alegría,alegría
Felicidad,Hay un producto en el Mc'Donalds que hace referencia a este concepto,marca
Felicidad,Como se sienten los padres cuando tienen un hijo,familia
Felicidad,Sonrisa,sonrisa
Felicidad,Risas,risa
Felicidad,Dicha,dicha
Pensamiento,Para ello uno ocupa solamente el cerebro,cerebro
Pensamiento,Es un tipo de corriente,corriente
Pensamiento,Se tiene miles de ellos cada día,muchos
Pensamiento,"Son personales, nadie puede saberlos a menos que los expreses",personal
Pensamiento,Dan lugar a las ideas,idea
Amenaza,Algo peligroso,peligro
Amenaza,Un riesgo hacia uno mismo,riesgo
Obligación,Algo que uno tiene que cumplir,compromiso
Obligación,Se toma como un deber,deber
Obligación,"En muchos países, votar es una de ellas",votar
Ganancia ,Lo que uno obtiene al restar ingresos con costos,ingreso
Ganancia ,Algo positivo que uno se puede llevar de una experiencia,positivo
Culpa,Lo que uno siente cuando hace algo perjudicial para otro y está arrepentido,arrepentimiento
Culpa,Sentimiento de angustia al perjudicar a otro ,angustia
Oportunidad,Es un tipo de costo en economía,costo
Oportunidad,"Se habla de esto, cuando se tiene una elección que podría generar beneficio",elección
Oportunidad,Se dice que la gente con mayor estrato social tiene mas de esto que lo menos afortunados,estrato social
